measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,Japan,Male,15 to 39,Anxiety disorders,Number,1996,90708.7880434447,123238.59744836648,66361.58735870456
Incidence,Japan,Female,15 to 39,Anxiety disorders,Number,1996,138162.59935774945,183034.22781880276,100583.89468517558
Incidence,Japan,Male,15 to 39,Anxiety disorders,Rate,1996,404.9426637418872,550.1624153842074,296.2517583445521
Incidence,Japan,Female,15 to 39,Anxiety disorders,Rate,1996,638.1793210943998,845.4434108031243,464.60157757313897
Incidence,Japan,Male,15 to 39,Eating disorders,Number,1996,164251.83933430965,240574.36255604227,104066.69767414169
Incidence,Japan,Female,15 to 39,Eating disorders,Number,1996,82572.45111516907,112740.72750612795,57776.101173581905
Incidence,Japan,Male,15 to 39,Eating disorders,Rate,1996,733.2539523368323,1073.9733746061274,464.5751163912064
Incidence,Japan,Female,15 to 39,Eating disorders,Rate,1996,381.40590173272113,520.7545404762529,266.8704352251299
Incidence,Japan,Male,15 to 39,Autism spectrum disorders,Number,1996,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Autism spectrum disorders,Number,1996,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Autism spectrum disorders,Rate,1996,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Autism spectrum disorders,Rate,1996,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Attention-deficit/hyperactivity disorder,Number,1996,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Attention-deficit/hyperactivity disorder,Number,1996,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Attention-deficit/hyperactivity disorder,Rate,1996,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Attention-deficit/hyperactivity disorder,Rate,1996,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Conduct disorder,Number,1996,14448.277174574328,23999.185843698393,7369.208467992026
Incidence,Japan,Female,15 to 39,Conduct disorder,Number,1996,7856.877753146053,15562.798694736588,3495.7233028696173
Incidence,Japan,Male,15 to 39,Conduct disorder,Rate,1996,64.50007735469963,107.1372956557337,32.89766042589758
Incidence,Japan,Female,15 to 39,Conduct disorder,Rate,1996,36.291275162254706,71.88527395622377,16.146904694393154
Incidence,Japan,Male,15 to 39,Idiopathic developmental intellectual disability,Number,1996,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Idiopathic developmental intellectual disability,Number,1996,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Idiopathic developmental intellectual disability,Rate,1996,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Idiopathic developmental intellectual disability,Rate,1996,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Alzheimer's disease and other dementias,Number,1990,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Alzheimer's disease and other dementias,Number,1990,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Alzheimer's disease and other dementias,Rate,1990,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Alzheimer's disease and other dementias,Rate,1990,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Parkinson's disease,Number,1990,98.49432989173457,156.50034680867233,55.4489503427182
Incidence,Japan,Male,15 to 39,Road injuries,Number,1996,294740.0688961539,381357.6738680112,222015.6873149019
Incidence,Japan,Female,15 to 39,Road injuries,Number,1996,153595.4238143906,200232.3242566009,114158.2479177599
Incidence,Japan,Male,15 to 39,Road injuries,Rate,1996,1315.7802147363298,1702.4589968125194,991.1236359008922
Incidence,Japan,Female,15 to 39,Road injuries,Rate,1996,709.4642381420746,924.8821993016734,527.3021316343371
Incidence,Japan,Male,15 to 39,Bipolar disorder,Number,1994,14604.486601616063,18511.65332803729,11362.162061081692
Incidence,Japan,Female,15 to 39,Bipolar disorder,Number,1994,14880.164811399572,18851.19424547732,11349.94860509572
Incidence,Japan,Male,15 to 39,Bipolar disorder,Rate,1994,64.90348773864078,82.26724414025539,50.494342329997615
Incidence,Japan,Female,15 to 39,Bipolar disorder,Rate,1994,68.36154788359502,86.60500971655155,52.14324336308311
Incidence,Japan,Male,15 to 39,Anxiety disorders,Number,1994,91324.82752362842,123919.22732985723,66868.24744490918
Incidence,Japan,Female,15 to 39,Anxiety disorders,Number,1994,139550.31956768848,184829.51454833796,101007.96278600146
Incidence,Japan,Male,15 to 39,Anxiety disorders,Rate,1994,405.8547202034075,550.7067979161453,297.16775375485093
Incidence,Japan,Female,15 to 39,Anxiety disorders,Rate,1994,641.113588069206,849.1325109126533,464.0446374175716
Incidence,Japan,Male,15 to 39,Eating disorders,Number,1994,165832.12029658782,244805.54444067928,105093.66811331232
Incidence,Japan,Female,15 to 39,Eating disorders,Number,1994,84152.5956129411,115304.64394083686,58916.83234822966
Incidence,Japan,Male,15 to 39,Eating disorders,Rate,1994,736.9709925408403,1087.9351041479774,467.0445313049469
Incidence,Japan,Female,15 to 39,Eating disorders,Rate,1994,386.6087350131839,529.7255801846864,270.6721267386565
Incidence,Japan,Male,15 to 39,Alzheimer's disease and other dementias,Number,1997,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Alzheimer's disease and other dementias,Number,1997,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Alzheimer's disease and other dementias,Rate,1997,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Alzheimer's disease and other dementias,Rate,1997,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Parkinson's disease,Number,1997,106.7529042777832,165.65694989886467,61.87023584986897
Incidence,Japan,Male,15 to 39,Alzheimer's disease and other dementias,Number,1992,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Alzheimer's disease and other dementias,Number,1992,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Alzheimer's disease and other dementias,Rate,1992,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Alzheimer's disease and other dementias,Rate,1992,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Parkinson's disease,Number,1993,95.98662056484949,149.24599639441325,57.116570446845785
Incidence,Japan,Male,15 to 39,Parkinson's disease,Rate,1993,0.4513641130274302,0.7074733424379597,0.258148147800113
Incidence,Japan,Female,15 to 39,Parkinson's disease,Rate,1993,0.4402041754440229,0.6844569627986605,0.2619422649717872
Incidence,Japan,Male,15 to 39,Idiopathic epilepsy,Number,1993,7992.802121611486,11905.13215153572,4795.364879470621
Incidence,Japan,Female,15 to 39,Idiopathic epilepsy,Number,1993,6234.2501476578245,9458.081942542334,3669.7540077572326
Incidence,Japan,Male,15 to 39,Idiopathic epilepsy,Rate,1993,35.481407607200204,52.848905810401554,21.287440039794852
Incidence,Japan,Female,15 to 39,Idiopathic epilepsy,Rate,1993,28.590890372136677,43.3757031792359,16.829856364989578
Incidence,Japan,Male,15 to 39,Schizophrenia,Number,1993,9628.587577237353,11912.10331539482,7694.89677317678
Incidence,Japan,Female,15 to 39,Schizophrenia,Number,1993,7253.798936699757,9090.155014820102,5782.484037592751
Incidence,Japan,Male,15 to 39,Schizophrenia,Rate,1993,42.74293737184415,52.87985199205575,34.1589551136502
Incidence,Japan,Female,15 to 39,Schizophrenia,Rate,1993,33.26664238178197,41.68835374565318,26.519046121297656
Incidence,Japan,Male,15 to 39,Alcohol use disorders,Number,1993,148149.34018552976,189309.30510448632,113490.49507106683
Incidence,Japan,Female,15 to 39,Alcohol use disorders,Number,1993,77777.3933033297,99978.42839092584,59283.47006256718
Incidence,Japan,Male,15 to 39,Alcohol use disorders,Rate,1993,657.6601104195403,840.3761929857274,503.8036040291206
Incidence,Japan,Female,15 to 39,Alcohol use disorders,Rate,1993,356.6948506552145,458.5110026066873,271.8798818291716
Incidence,Japan,Female,15 to 39,Parkinson's disease,Number,1994,98.03673266047649,152.86406973197595,58.165315215832834
Incidence,Japan,Male,15 to 39,Parkinson's disease,Rate,1994,0.46007703756986734,0.7199072454975728,0.26428128346214624
Incidence,Japan,Female,15 to 39,Parkinson's disease,Rate,1994,0.4503943927412728,0.702278809079991,0.2672195524504786
Incidence,Japan,Male,15 to 39,Idiopathic epilepsy,Number,1994,7951.479301265055,11889.35510931175,4738.8683183167705
Incidence,Japan,Female,15 to 39,Idiopathic epilepsy,Number,1994,6201.4501125252245,9481.104287859365,3682.6829558425816
Incidence,Japan,Male,15 to 39,Idiopathic epilepsy,Rate,1994,35.336999746133195,52.83722972310255,21.059903725672328
Incidence,Japan,Female,15 to 39,Idiopathic epilepsy,Rate,1994,28.490324817527647,43.55751249927817,16.91875798533261
Incidence,Japan,Male,15 to 39,Schizophrenia,Number,1991,9505.134042189584,11699.27905800773,7585.8980883017875
Incidence,Japan,Female,15 to 39,Schizophrenia,Number,1991,7220.115212412745,8958.048394979953,5772.288408374538
Incidence,Japan,Male,15 to 39,Schizophrenia,Rate,1991,41.95881419159604,51.64449801462212,33.486670145907425
Incidence,Japan,Female,15 to 39,Schizophrenia,Rate,1991,32.86974243980397,40.7817236766634,26.278477238887966
Incidence,Japan,Male,15 to 39,Alcohol use disorders,Number,1991,148968.30350101835,190591.6944329731,114681.25866044164
Incidence,Japan,Female,15 to 39,Alcohol use disorders,Number,1991,78249.3112355392,100282.79358990825,59688.71395443961
Incidence,Japan,Male,15 to 39,Alcohol use disorders,Rate,1991,657.5954993683239,841.3349520037274,506.24111159650505
Incidence,Japan,Female,15 to 39,Alcohol use disorders,Rate,1991,356.231809429082,456.53975033215505,271.7342585991696
Incidence,Japan,Male,15 to 39,Major depressive disorder,Number,1991,520215.9667637296,629369.4781285587,430495.1406317504
Incidence,Japan,Female,15 to 39,Major depressive disorder,Number,1991,720862.5129651446,863471.7783860334,598881.0860298765
Incidence,Japan,Male,15 to 39,Major depressive disorder,Rate,1991,2296.4058152211664,2778.2456168892445,1900.3483313310176
Incidence,Japan,Female,15 to 39,Major depressive disorder,Rate,1991,3281.743357078113,3930.975354907664,2726.420073744775
Incidence,Japan,Male,15 to 39,Dysthymia,Number,1991,29769.021895353388,38718.5818587055,22364.425600164377
Incidence,Japan,Female,15 to 39,Dysthymia,Number,1991,37519.39645927283,49071.15942874688,28162.209078154043
Incidence,Japan,Male,15 to 39,Dysthymia,Rate,1991,131.4103360172029,170.9166619598022,98.72399211772782
Incidence,Japan,Female,15 to 39,Dysthymia,Rate,1991,170.8079250581758,223.39759466337753,128.20911186339598
Incidence,Japan,Female,15 to 39,Parkinson's disease,Number,1990,90.09875183955775,140.34711460620986,50.16049342402509
Incidence,Japan,Male,15 to 39,Parkinson's disease,Rate,1990,0.4327514658122512,0.6876106934888851,0.24362432400868278
Incidence,Japan,Female,15 to 39,Parkinson's disease,Rate,1990,0.4078944677030026,0.6353785200919745,0.22708625088776926
Incidence,Japan,Male,15 to 39,Idiopathic epilepsy,Number,1990,8166.913034134064,12132.470287993492,4893.553984971363
Incidence,Japan,Female,15 to 39,Idiopathic epilepsy,Number,1990,6402.00465965171,9519.598130918643,3856.528341974502
Incidence,Japan,Male,15 to 39,Idiopathic epilepsy,Rate,1990,35.882711122229615,53.3060563671429,21.50065554388277
Incidence,Japan,Female,15 to 39,Idiopathic epilepsy,Rate,1990,28.983112746455046,43.09706109216859,17.459249358220116
Incidence,Japan,Female,15 to 39,Parkinson's disease,Number,1997,99.83889697133334,155.8333359030849,59.39750219285193
Incidence,Japan,Male,15 to 39,Parkinson's disease,Rate,1997,0.4770454654611228,0.7402692910886941,0.27647880550761433
Incidence,Japan,Female,15 to 39,Parkinson's disease,Rate,1997,0.46172182267164735,0.7206775522253098,0.27469376972885945
Incidence,Japan,Male,15 to 39,Idiopathic epilepsy,Number,1997,7873.580982092985,11714.51346665222,4812.918654164113
Incidence,Japan,Female,15 to 39,Idiopathic epilepsy,Number,1997,6193.840890510962,9354.448932146803,3736.557306949657
Incidence,Japan,Male,15 to 39,Idiopathic epilepsy,Rate,1997,35.1845800342322,52.348510489308694,21.50743378023549
Incidence,Japan,Female,15 to 39,Idiopathic epilepsy,Rate,1997,28.644462149116503,43.26122725774727,17.28033965336403
Incidence,Japan,Male,15 to 39,Schizophrenia,Number,1997,9773.415653170201,12142.263884900389,7721.177011175245
Incidence,Japan,Female,15 to 39,Schizophrenia,Number,1997,7328.058762159396,9228.353991307158,5795.879011474578
Incidence,Japan,Male,15 to 39,Schizophrenia,Rate,1997,43.674349198777776,54.259993823227255,34.50353417663761
Incidence,Japan,Female,15 to 39,Schizophrenia,Rate,1997,33.889844048263875,42.678079930600106,26.80402030013181
Incidence,Japan,Male,15 to 39,Alcohol use disorders,Number,1997,147033.49322491555,187351.31174210116,112379.34641907782
Incidence,Japan,Female,15 to 39,Alcohol use disorders,Number,1997,77059.31527186283,99681.64422068818,58383.240455855805
Incidence,Japan,Male,15 to 39,Alcohol use disorders,Rate,1997,657.0468662036408,837.2146342941489,502.1882822148452
Incidence,Japan,Female,15 to 39,Alcohol use disorders,Rate,1997,356.3738040031597,460.99458079648053,270.0031452119797
Incidence,Japan,Male,15 to 39,Bipolar disorder,Number,1995,14405.313308368608,18259.087282300417,11164.988610812565
Incidence,Japan,Female,15 to 39,Bipolar disorder,Number,1995,14722.928932298752,18650.69844971503,11200.088589694466
Incidence,Japan,Male,15 to 39,Bipolar disorder,Rate,1995,64.15889849190353,81.32297454574342,49.727024717208785
Incidence,Japan,Female,15 to 39,Bipolar disorder,Rate,1995,67.82047929720935,85.91356474678703,51.592681036305564
Incidence,Japan,Male,15 to 39,Anxiety disorders,Number,1995,91002.70147651744,123928.86763737646,66594.91228242281
Incidence,Japan,Female,15 to 39,Anxiety disorders,Number,1995,138928.09581012258,184108.5992042981,100522.23595451812
Incidence,Japan,Male,15 to 39,Anxiety disorders,Rate,1995,405.3110794285185,551.958813304245,296.60279688071984
Incidence,Japan,Female,15 to 39,Anxiety disorders,Rate,1995,639.9657356914248,848.0875984792089,463.0509495638889
Incidence,Japan,Male,15 to 39,Eating disorders,Number,1995,165123.9228306863,243015.56096931224,104394.004704315
Incidence,Japan,Female,15 to 39,Eating disorders,Number,1995,83390.5756154409,114043.2012532535,58353.5924440409
Incidence,Japan,Male,15 to 39,Eating disorders,Rate,1995,735.4348202426357,1082.3513778853614,464.9537436368309
Incidence,Japan,Female,15 to 39,Eating disorders,Rate,1995,384.13476239108286,525.3346399449165,268.8030775987014
Incidence,Japan,Male,15 to 39,Autism spectrum disorders,Number,1995,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Autism spectrum disorders,Number,1995,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Autism spectrum disorders,Rate,1995,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Autism spectrum disorders,Rate,1995,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Attention-deficit/hyperactivity disorder,Number,1995,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Attention-deficit/hyperactivity disorder,Number,1995,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Attention-deficit/hyperactivity disorder,Rate,1995,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Attention-deficit/hyperactivity disorder,Rate,1995,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Conduct disorder,Number,1995,14984.084027108867,24889.18318213071,7642.4917354153595
Incidence,Japan,Female,15 to 39,Conduct disorder,Number,1995,8151.260928900914,16145.908964150629,3626.7018111004436
Incidence,Japan,Male,15 to 39,Conduct disorder,Rate,1995,66.73664817348596,110.85233227110982,34.03840242703168
Incidence,Japan,Female,15 to 39,Conduct disorder,Rate,1995,37.54839988814383,74.3753698515499,16.706231228033634
Incidence,Japan,Male,15 to 39,Idiopathic developmental intellectual disability,Number,1995,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Idiopathic developmental intellectual disability,Number,1995,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Idiopathic developmental intellectual disability,Rate,1995,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Idiopathic developmental intellectual disability,Rate,1995,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Road injuries,Number,1995,300472.46491144766,389725.4357562794,226392.01525989032
Incidence,Japan,Female,15 to 39,Road injuries,Number,1995,157093.2467047967,205381.36291914067,116731.28943737273
Incidence,Japan,Male,15 to 39,Road injuries,Rate,1995,1338.254987114115,1735.773053812998,1008.3128367640991
Incidence,Japan,Female,15 to 39,Road injuries,Rate,1995,723.6426484747413,946.0795834810441,537.7171916694033
Incidence,Japan,Male,15 to 39,Bipolar disorder,Number,1991,15159.508711626648,19126.982629009188,11820.168937951179
Incidence,Japan,Female,15 to 39,Bipolar disorder,Number,1991,15308.291482544013,19195.976182520186,11748.707547882077
Incidence,Japan,Male,15 to 39,Bipolar disorder,Rate,1991,66.91909934607288,84.43284509343005,52.17814603975013
Incidence,Japan,Female,15 to 39,Bipolar disorder,Rate,1991,69.69135303542049,87.39012805713939,53.48626437921011
Incidence,Japan,Male,15 to 39,Anxiety disorders,Number,1991,92369.80878014382,124007.64715819644,67932.43535734016
Incidence,Japan,Female,15 to 39,Anxiety disorders,Number,1991,141702.62579358034,188026.19077149025,103606.6098770945
Incidence,Japan,Male,15 to 39,Anxiety disorders,Rate,1991,407.7509718765109,547.410883671154,299.87630054343146
Incidence,Japan,Female,15 to 39,Anxiety disorders,Rate,1991,645.104499838367,855.9936068570071,471.6715012894266
Incidence,Japan,Male,15 to 39,Eating disorders,Number,1991,163634.2398716355,240640.1906738763,103499.44642010643
Incidence,Japan,Female,15 to 39,Eating disorders,Number,1991,84308.86889591011,115518.69919423296,58580.96129312892
Incidence,Japan,Male,15 to 39,Eating disorders,Rate,1991,722.3358067000386,1062.2656137934378,456.8808837412163
Incidence,Japan,Female,15 to 39,Eating disorders,Rate,1991,383.8180866193839,525.9015649733327,266.6911888429293
Incidence,Japan,Male,15 to 39,Autism spectrum disorders,Number,1991,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Autism spectrum disorders,Number,1991,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Autism spectrum disorders,Rate,1991,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Autism spectrum disorders,Rate,1991,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Attention-deficit/hyperactivity disorder,Number,1991,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Attention-deficit/hyperactivity disorder,Number,1991,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Attention-deficit/hyperactivity disorder,Rate,1991,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Attention-deficit/hyperactivity disorder,Rate,1991,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Conduct disorder,Number,1991,17317.680066958143,28765.38270182268,8832.72054193302
Incidence,Japan,Female,15 to 39,Conduct disorder,Number,1991,9440.368780724591,18699.356608884937,4200.25844506077
Incidence,Japan,Male,15 to 39,Conduct disorder,Rate,1991,76.4459835004724,126.9799397440055,38.99055798479702
Incidence,Japan,Female,15 to 39,Conduct disorder,Rate,1991,42.977498451231746,85.12925589710902,19.121774266483357
Incidence,Japan,Male,15 to 39,Idiopathic developmental intellectual disability,Number,1991,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Idiopathic developmental intellectual disability,Number,1991,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Idiopathic developmental intellectual disability,Rate,1991,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Idiopathic developmental intellectual disability,Rate,1991,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Alzheimer's disease and other dementias,Number,1995,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Alzheimer's disease and other dementias,Number,1995,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Alzheimer's disease and other dementias,Rate,1995,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Alzheimer's disease and other dementias,Rate,1995,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Parkinson's disease,Number,1995,104.69417058059543,164.63344754861012,60.12954792792147
Incidence,Japan,Male,15 to 39,Schizophrenia,Number,1990,9480.493111495927,11659.577119041323,7575.115215187374
Incidence,Japan,Female,15 to 39,Schizophrenia,Number,1990,7233.700355314539,8980.748517284637,5766.432940036369
Incidence,Japan,Male,15 to 39,Schizophrenia,Rate,1990,41.654146945641614,51.22832039735053,33.28254749966189
Incidence,Japan,Female,15 to 39,Schizophrenia,Rate,1990,32.74835994629831,40.65758471943697,26.105756701376517
Incidence,Japan,Male,15 to 39,Alcohol use disorders,Number,1990,150355.64361980153,192191.84510406118,115897.59110322375
Incidence,Japan,Female,15 to 39,Alcohol use disorders,Number,1990,78828.8747940293,101062.38708860753,60119.347653912126
Incidence,Japan,Male,15 to 39,Alcohol use disorders,Rate,1990,660.6129027034868,844.4273165507691,509.2156318963687
Incidence,Japan,Female,15 to 39,Alcohol use disorders,Rate,1990,356.87355559591776,457.5289639939668,272.17190925810064
Incidence,Japan,Male,15 to 39,Major depressive disorder,Number,1990,537302.839867514,649616.1529056658,444018.15783028473
Incidence,Japan,Female,15 to 39,Major depressive disorder,Number,1990,740261.2157992637,890660.1079803439,612079.2336217655
Incidence,Japan,Male,15 to 39,Major depressive disorder,Rate,1990,2360.7307323511677,2854.198233484642,1950.8687338603445
Incidence,Japan,Female,15 to 39,Major depressive disorder,Rate,1990,3351.3056331491603,4032.190493558389,2771.001019357043
Incidence,Japan,Male,15 to 39,Bipolar disorder,Number,1990,15235.468909855246,19109.97366615634,11905.978212685743
Incidence,Japan,Female,15 to 39,Bipolar disorder,Number,1990,15376.32760699787,19203.499738797207,11813.61657597881
Incidence,Japan,Male,15 to 39,Bipolar disorder,Rate,1990,66.93960464855272,83.96289537431198,52.31092519875963
Incidence,Japan,Female,15 to 39,Bipolar disorder,Rate,1990,69.61160766857262,86.93795578811076,53.48252607857544
Incidence,Japan,Male,15 to 39,Anxiety disorders,Number,1990,92898.18128249847,123922.22906848109,68437.55395769145
Incidence,Japan,Female,15 to 39,Anxiety disorders,Number,1990,142852.22727663975,188514.55977722592,104835.55950601998
Incidence,Japan,Male,15 to 39,Anxiety disorders,Rate,1990,408.16384217734657,544.47323348516,300.69194667703766
Incidence,Japan,Female,15 to 39,Anxiety disorders,Rate,1990,646.7196494459154,853.4418562370937,474.61084496711015
Incidence,Japan,Male,15 to 39,Eating disorders,Number,1990,161198.42876368333,237112.6490798741,102204.67755950354
Incidence,Japan,Female,15 to 39,Eating disorders,Number,1990,83122.58822595952,113340.0214353399,57932.67815327995
